(4, 512, 512)
Starting random mask  training on 0 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '22.726474100769742'
Pruning with threshold : 0.024278894066810608
1.1.1.weight         | nonzeros =    4098 /   12800             ( 32.02%) | total_pruned =    8702 | shape = torch.Size([16, 32, 5, 5])
1.4.1.weight         | nonzeros =    3288 /    6400             ( 51.38%) | total_pruned =    3112 | shape = torch.Size([16, 16, 5, 5])
1.4.1.bias           | nonzeros =      13 /      16             ( 81.25%) | total_pruned =       3 | shape = torch.Size([16])
1.5.weight           | nonzeros =      16 /      16             (100.00%) | total_pruned =       0 | shape = torch.Size([16])
1.5.bias             | nonzeros =       0 /      16             (  0.00%) | total_pruned =      16 | shape = torch.Size([16])
1.7.1.1.1.weight     | nonzeros =    6625 /   12800             ( 51.76%) | total_pruned =    6175 | shape = torch.Size([32, 16, 5, 5])
1.7.1.1.1.bias       | nonzeros =      14 /      32             ( 43.75%) | total_pruned =      18 | shape = torch.Size([32])
1.7.1.2.weight       | nonzeros =      32 /      32             (100.00%) | total_pruned =       0 | shape = torch.Size([32])
1.7.1.2.bias         | nonzeros =       0 /      32             (  0.00%) | total_pruned =      32 | shape = torch.Size([32])
1.7.1.4.1.weight     | nonzeros =    8105 /   25600             ( 31.66%) | total_pruned =   17495 | shape = torch.Size([32, 32, 5, 5])
1.7.1.4.1.bias       | nonzeros =      14 /      32             ( 43.75%) | total_pruned =      18 | shape = torch.Size([32])
1.7.1.5.weight       | nonzeros =      32 /      32             (100.00%) | total_pruned =       0 | shape = torch.Size([32])
1.7.1.5.bias         | nonzeros =       0 /      32             (  0.00%) | total_pruned =      32 | shape = torch.Size([32])
1.7.1.7.1.1.1.weight | nonzeros =   16005 /   51200             ( 31.26%) | total_pruned =   35195 | shape = torch.Size([64, 32, 5, 5])
1.7.1.7.1.1.1.bias   | nonzeros =      19 /      64             ( 29.69%) | total_pruned =      45 | shape = torch.Size([64])
1.7.1.7.1.2.weight   | nonzeros =      64 /      64             (100.00%) | total_pruned =       0 | shape = torch.Size([64])
1.7.1.7.1.2.bias     | nonzeros =       0 /      64             (  0.00%) | total_pruned =      64 | shape = torch.Size([64])
1.7.1.7.1.4.1.weight | nonzeros =    2816 /  102400             (  2.75%) | total_pruned =   99584 | shape = torch.Size([64, 64, 5, 5])
1.7.1.7.1.4.1.bias   | nonzeros =       6 /      64             (  9.38%) | total_pruned =      58 | shape = torch.Size([64])
1.7.1.7.1.5.weight   | nonzeros =      64 /      64             (100.00%) | total_pruned =       0 | shape = torch.Size([64])
1.7.1.7.1.5.bias     | nonzeros =       0 /      64             (  0.00%) | total_pruned =      64 | shape = torch.Size([64])
1.7.1.7.1.7.1.1.1.weight | nonzeros =    5836 /  204800             (  2.85%) | total_pruned =  198964 | shape = torch.Size([128, 64, 5, 5])
1.7.1.7.1.7.1.1.1.bias | nonzeros =       1 /     128             (  0.78%) | total_pruned =     127 | shape = torch.Size([128])
1.7.1.7.1.7.1.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.2.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.4.1.weight | nonzeros =       0 /  409600             (  0.00%) | total_pruned =  409600 | shape = torch.Size([128, 128, 5, 5])
1.7.1.7.1.7.1.4.1.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.5.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.5.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.1.1.weight | nonzeros =       0 /  409600             (  0.00%) | total_pruned =  409600 | shape = torch.Size([128, 128, 5, 5])
1.7.1.7.1.7.1.7.1.1.1.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.2.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.4.1.weight | nonzeros =       0 /  409600             (  0.00%) | total_pruned =  409600 | shape = torch.Size([128, 128, 5, 5])
1.7.1.7.1.7.1.7.1.4.1.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.5.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.5.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.1.1.weight | nonzeros =       0 /  409600             (  0.00%) | total_pruned =  409600 | shape = torch.Size([128, 128, 5, 5])
1.7.1.7.1.7.1.7.1.7.1.1.1.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.2.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.4.1.weight | nonzeros =       0 /  409600             (  0.00%) | total_pruned =  409600 | shape = torch.Size([128, 128, 5, 5])
1.7.1.7.1.7.1.7.1.7.1.4.1.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.5.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.1.5.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.2.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.3.1.weight | nonzeros =   25753 /  147456             ( 17.46%) | total_pruned =  121703 | shape = torch.Size([128, 128, 3, 3])
1.7.1.7.1.7.1.7.1.7.3.1.bias | nonzeros =      19 /     128             ( 14.84%) | total_pruned =     109 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.4.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.1.7.4.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.2.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.3.1.weight | nonzeros =   26077 /  147456             ( 17.68%) | total_pruned =  121379 | shape = torch.Size([128, 128, 3, 3])
1.7.1.7.1.7.1.7.3.1.bias | nonzeros =      17 /     128             ( 13.28%) | total_pruned =     111 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.4.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.1.7.4.bias | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.2.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.2.bias   | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.1.7.3.1.weight | nonzeros =   26155 /  147456             ( 17.74%) | total_pruned =  121301 | shape = torch.Size([128, 128, 3, 3])
1.7.1.7.1.7.3.1.bias | nonzeros =      20 /     128             ( 15.62%) | total_pruned =     108 | shape = torch.Size([128])
1.7.1.7.1.7.4.weight | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.1.7.4.bias   | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.2.weight     | nonzeros =     128 /     128             (100.00%) | total_pruned =       0 | shape = torch.Size([128])
1.7.1.7.2.bias       | nonzeros =       0 /     128             (  0.00%) | total_pruned =     128 | shape = torch.Size([128])
1.7.1.7.3.1.weight   | nonzeros =   13059 /   73728             ( 17.71%) | total_pruned =   60669 | shape = torch.Size([64, 128, 3, 3])
1.7.1.7.3.1.bias     | nonzeros =      10 /      64             ( 15.62%) | total_pruned =      54 | shape = torch.Size([64])
1.7.1.7.4.weight     | nonzeros =      64 /      64             (100.00%) | total_pruned =       0 | shape = torch.Size([64])
1.7.1.7.4.bias       | nonzeros =       0 /      64             (  0.00%) | total_pruned =      64 | shape = torch.Size([64])
1.7.2.weight         | nonzeros =      64 /      64             (100.00%) | total_pruned =       0 | shape = torch.Size([64])
1.7.2.bias           | nonzeros =       0 /      64             (  0.00%) | total_pruned =      64 | shape = torch.Size([64])
1.7.3.1.weight       | nonzeros =    7661 /   18432             ( 41.56%) | total_pruned =   10771 | shape = torch.Size([32, 64, 3, 3])
1.7.3.1.bias         | nonzeros =      16 /      32             ( 50.00%) | total_pruned =      16 | shape = torch.Size([32])
1.7.4.weight         | nonzeros =      32 /      32             (100.00%) | total_pruned =       0 | shape = torch.Size([32])
1.7.4.bias           | nonzeros =       0 /      32             (  0.00%) | total_pruned =      32 | shape = torch.Size([32])
2.weight             | nonzeros =      32 /      32             (100.00%) | total_pruned =       0 | shape = torch.Size([32])
2.bias               | nonzeros =       0 /      32             (  0.00%) | total_pruned =      32 | shape = torch.Size([32])
3.1.weight           | nonzeros =    2719 /    4608             ( 59.01%) | total_pruned =    1889 | shape = torch.Size([16, 32, 3, 3])
3.1.bias             | nonzeros =      11 /      16             ( 68.75%) | total_pruned =       5 | shape = torch.Size([16])
4.weight             | nonzeros =      16 /      16             (100.00%) | total_pruned =       0 | shape = torch.Size([16])
4.bias               | nonzeros =       0 /      16             (  0.00%) | total_pruned =      16 | shape = torch.Size([16])
6.1.weight           | nonzeros =      43 /      48             ( 89.58%) | total_pruned =       5 | shape = torch.Size([3, 16, 1, 1])
6.1.bias             | nonzeros =       3 /       3             (100.00%) | total_pruned =       0 | shape = torch.Size([3])
alive: 150338, pruned : 2858529, total: 3008867, Compression rate :      20.01x  ( 95.00% pruned)
epoch:  0 loss:  0.056691985577344894 PSNR:  13.224625600932193 PSNR_noisy:  12.464783634303295
epoch:  200 loss:  0.05068666860461235 PSNR:  13.8268554217166 PSNR_noisy:  12.951062432792337
epoch:  400 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  600 loss:  0.05068666860461235 PSNR:  13.826856038138384 PSNR_noisy:  12.951062430718085
epoch:  800 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  1000 loss:  0.05068666860461235 PSNR:  13.826856050996836 PSNR_noisy:  12.951062435754373
epoch:  1200 loss:  0.05068666860461235 PSNR:  13.826856038138384 PSNR_noisy:  12.951062430718085
epoch:  1400 loss:  0.05068666860461235 PSNR:  13.826856050996836 PSNR_noisy:  12.951062435754373
epoch:  1600 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  1800 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  2000 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  2200 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  2400 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  2600 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  2800 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  3000 loss:  0.05068666860461235 PSNR:  13.826856044567988 PSNR_noisy:  12.95106242994034
epoch:  3200 loss:  0.05068666860461235 PSNR:  13.826856050996836 PSNR_noisy:  12.951062435754373
epoch:  3400 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  3600 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  3800 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  4000 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  4200 loss:  0.05068666860461235 PSNR:  13.826856038138384 PSNR_noisy:  12.951062430718085
epoch:  4400 loss:  0.05068666860461235 PSNR:  13.826856050996836 PSNR_noisy:  12.951062435754373
epoch:  4600 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  4800 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  5000 loss:  0.05068666860461235 PSNR:  13.826856042326956 PSNR_noisy:  12.951062434693064
epoch:  5200 loss:  0.05068666860461235 PSNR:  13.82685604234339 PSNR_noisy:  12.951062434252519
epoch:  5400 loss:  0.05068666860461235 PSNR:  13.826856050996836 PSNR_noisy:  12.951062435754373
epoch:  5600 loss:  0.05068667232990265 PSNR:  13.82685603923338 PSNR_noisy:  12.951062437104625
epoch:  5800 loss:  0.05068666860461235 PSNR:  13.8268560445508 PSNR_noisy:  12.951062436972666
epoch:  6000 loss:  0.05068666860461235 PSNR:  13.82685604234339 PSNR_noisy:  12.951062434252519
epoch:  6200 loss:  0.05068666860461235 PSNR:  13.826856044584424 PSNR_noisy:  12.95106242949979
epoch:  6400 loss:  0.05068667232990265 PSNR:  13.82685603923338 PSNR_noisy:  12.951062437104625
epoch:  6600 loss:  0.05068666860461235 PSNR:  13.826856038138384 PSNR_noisy:  12.951062430718085
epoch:  6800 loss:  0.05068666860461235 PSNR:  13.826856036992346 PSNR_noisy:  12.951062441857353
epoch:  7000 loss:  0.05068666860461235 PSNR:  13.826856048755802 PSNR_noisy:  12.9510624405071
epoch:  7200 loss:  0.05068666860461235 PSNR:  13.82685604873937 PSNR_noisy:  12.951062440947645
epoch:  7400 loss:  0.05068667232990265 PSNR:  13.826856048545583 PSNR_noisy:  12.951062438000164
epoch:  7600 loss:  0.05068666860461235 PSNR:  13.82685603697591 PSNR_noisy:  12.951062442297898
epoch:  7800 loss:  0.05068666860461235 PSNR:  13.826856037108259 PSNR_noisy:  12.951062442276049
epoch:  8000 loss:  0.05068666860461235 PSNR:  13.826856048529148 PSNR_noisy:  12.951062438440712
epoch:  8200 loss:  0.05068666860461235 PSNR:  13.82685604690165 PSNR_noisy:  12.951062437047295
epoch:  8400 loss:  0.05068666860461235 PSNR:  13.82685603605454 PSNR_noisy:  12.951062440983643
epoch:  8600 loss:  0.05068666860461235 PSNR:  13.826855982383364 PSNR_noisy:  12.951062437912386
epoch:  8800 loss:  0.05068666860461235 PSNR:  13.826856036422805 PSNR_noisy:  12.951062436862667
epoch:  9000 loss:  0.050686679780483246 PSNR:  13.826855714145607 PSNR_noisy:  12.951061532243697
epoch:  9200 loss:  0.05068666860461235 PSNR:  13.826856166698187 PSNR_noisy:  12.951062399620085
epoch:  9400 loss:  0.05068667232990265 PSNR:  13.826855593892775 PSNR_noisy:  12.951062324789673
epoch:  9600 loss:  0.05068667232990265 PSNR:  13.826856175001708 PSNR_noisy:  12.951062261826408
epoch:  9800 loss:  0.05068666860461235 PSNR:  13.826856030434655 PSNR_noisy:  12.951062435724804
epoch:  10000 loss:  0.05068666860461235 PSNR:  13.826856795888453 PSNR_noisy:  12.951062416676535
epoch:  10200 loss:  0.050686709582805634 PSNR:  13.826861584115978 PSNR_noisy:  12.951059169060127
epoch:  10400 loss:  0.05068666860461235 PSNR:  13.826852539894778 PSNR_noisy:  12.951062348888536
epoch:  10600 loss:  0.05068666860461235 PSNR:  13.82685528217247 PSNR_noisy:  12.95106242319051
epoch:  10800 loss:  0.05068667232990265 PSNR:  13.826856164593359 PSNR_noisy:  12.951062416526751
epoch:  11000 loss:  0.05068666860461235 PSNR:  13.82685567440895 PSNR_noisy:  12.951062431588769
epoch:  11200 loss:  0.05068668723106384 PSNR:  13.826848604488706 PSNR_noisy:  12.951061250875027
epoch:  11400 loss:  0.05068666860461235 PSNR:  13.826852859096654 PSNR_noisy:  12.951062410699322
epoch:  11600 loss:  0.05068666860461235 PSNR:  13.826850345723376 PSNR_noisy:  12.951062393103872
epoch:  11800 loss:  0.05068666860461235 PSNR:  13.826850813281904 PSNR_noisy:  12.951062402250555
epoch:  12000 loss:  0.05068667232990265 PSNR:  13.826844501005295 PSNR_noisy:  12.951062270631034
epoch:  12200 loss:  0.05068666860461235 PSNR:  13.826857100475436 PSNR_noisy:  12.951062427556508
epoch:  12400 loss:  0.05068666860461235 PSNR:  13.826856820588658 PSNR_noisy:  12.951062436499702
epoch:  12600 loss:  0.05068666860461235 PSNR:  13.826852457781628 PSNR_noisy:  12.951062420533887
epoch:  12800 loss:  0.05068667232990265 PSNR:  13.826866754106586 PSNR_noisy:  12.95106228944774
epoch:  13000 loss:  0.05068667232990265 PSNR:  13.826858145606959 PSNR_noisy:  12.951062051582852
epoch:  13200 loss:  0.05068668723106384 PSNR:  13.826856378093526 PSNR_noisy:  12.951061027683192
epoch:  13400 loss:  0.05068667232990265 PSNR:  13.826841451499341 PSNR_noisy:  12.951062158381104
epoch:  13600 loss:  0.05068666860461235 PSNR:  13.826855350045006 PSNR_noisy:  12.951062439847727
epoch:  13800 loss:  0.05068666860461235 PSNR:  13.826855929632975 PSNR_noisy:  12.95106243347994
epoch:  14000 loss:  0.05068666860461235 PSNR:  13.826855697064076 PSNR_noisy:  12.951062438215118
epoch:  14200 loss:  0.05068666860461235 PSNR:  13.826855960388043 PSNR_noisy:  12.95106244104593
epoch:  14400 loss:  0.05068666860461235 PSNR:  13.8268562577733 PSNR_noisy:  12.951062439563064
epoch:  14600 loss:  0.05068666860461235 PSNR:  13.826856024188718 PSNR_noisy:  12.951062434774514
epoch:  14800 loss:  0.05068666860461235 PSNR:  13.826857918247 PSNR_noisy:  12.951062431355405
epoch:  15000 loss:  0.05068667232990265 PSNR:  13.826856979236197 PSNR_noisy:  12.951062171550129
epoch:  15200 loss:  0.05068668723106384 PSNR:  13.826859828489377 PSNR_noisy:  12.951061158238637
epoch:  15400 loss:  0.05068666860461235 PSNR:  13.826857342204914 PSNR_noisy:  12.95106243833291
epoch:  15600 loss:  0.05068667232990265 PSNR:  13.826857585907808 PSNR_noisy:  12.951062365534336
epoch:  15800 loss:  0.05068666860461235 PSNR:  13.826861204738263 PSNR_noisy:  12.951062395208648
epoch:  16000 loss:  0.05068667232990265 PSNR:  13.826857671300559 PSNR_noisy:  12.951062435245868
epoch:  16200 loss:  0.05068669468164444 PSNR:  13.826892524702377 PSNR_noisy:  12.951060347664301
epoch:  16400 loss:  0.05068669840693474 PSNR:  13.826865624578248 PSNR_noisy:  12.951060234876392
epoch:  16600 loss:  0.05068667232990265 PSNR:  13.826854934322379 PSNR_noisy:  12.9510622699617
epoch:  16800 loss:  0.05068666860461235 PSNR:  13.826855877165496 PSNR_noisy:  12.951062430288204
epoch:  17000 loss:  0.05068666860461235 PSNR:  13.826854860028021 PSNR_noisy:  12.951062434204845
epoch:  17200 loss:  0.05068667232990265 PSNR:  13.826847052309436 PSNR_noisy:  12.951062331477045
epoch:  17400 loss:  0.05068666860461235 PSNR:  13.826853379556795 PSNR_noisy:  12.951062423418742
epoch:  17600 loss:  0.05068667232990265 PSNR:  13.826846311114105 PSNR_noisy:  12.95106230685829
epoch:  17800 loss:  0.05068667232990265 PSNR:  13.826856848523384 PSNR_noisy:  12.95106234625341
epoch:  18000 loss:  0.05068666860461235 PSNR:  13.826858497830695 PSNR_noisy:  12.95106241925307
epoch:  18200 loss:  0.05068666860461235 PSNR:  13.826856158412737 PSNR_noisy:  12.95106243801541
epoch:  18400 loss:  0.050686679780483246 PSNR:  13.826854609297285 PSNR_noisy:  12.951061947010448
epoch:  18600 loss:  0.05068667232990265 PSNR:  13.82684718514505 PSNR_noisy:  12.951062290206877
epoch:  18800 loss:  0.05068669468164444 PSNR:  13.826862962071962 PSNR_noisy:  12.951060536783555
epoch:  19000 loss:  0.05068667232990265 PSNR:  13.826853922267695 PSNR_noisy:  12.951062311997376
epoch:  19200 loss:  0.050686679780483246 PSNR:  13.826834233790589 PSNR_noisy:  12.951061781674207
epoch:  19400 loss:  0.05068666860461235 PSNR:  13.826856914618975 PSNR_noisy:  12.951062424567198
epoch:  19600 loss:  0.05068667232990265 PSNR:  13.826858441673142 PSNR_noisy:  12.951062293378882
epoch:  19800 loss:  0.05068669840693474 PSNR:  13.826854676640421 PSNR_noisy:  12.951060121096255
epoch:  20000 loss:  0.05068666860461235 PSNR:  13.826855414130534 PSNR_noisy:  12.951062279917455
epoch:  20200 loss:  0.05068667232990265 PSNR:  13.826856245653618 PSNR_noisy:  12.951062422185052
epoch:  20400 loss:  0.050686679780483246 PSNR:  13.82685152756423 PSNR_noisy:  12.951061902132695
epoch:  20600 loss:  0.05068667232990265 PSNR:  13.826857541575626 PSNR_noisy:  12.95106229574583
epoch:  20800 loss:  0.05068666860461235 PSNR:  13.826856148748789 PSNR_noisy:  12.951062435225793
epoch:  21000 loss:  0.05068666860461235 PSNR:  13.826855239190213 PSNR_noisy:  12.951062417240209
epoch:  21200 loss:  0.05068666860461235 PSNR:  13.826855730993678 PSNR_noisy:  12.951062427066589
epoch:  21400 loss:  0.05068666860461235 PSNR:  13.826856186238315 PSNR_noisy:  12.951062440131844
epoch:  21600 loss:  0.05068666860461235 PSNR:  13.826856678455924 PSNR_noisy:  12.951062264344252
epoch:  21800 loss:  0.050686679780483246 PSNR:  13.826848658654225 PSNR_noisy:  12.95106199967063
epoch:  22000 loss:  0.05068666860461235 PSNR:  13.826856316520432 PSNR_noisy:  12.951062421484622
epoch:  22200 loss:  0.05068666860461235 PSNR:  13.826853945395236 PSNR_noisy:  12.95106243380944
epoch:  22400 loss:  0.05068667232990265 PSNR:  13.826855917583313 PSNR_noisy:  12.951062427896847
epoch:  22600 loss:  0.05068668723106384 PSNR:  13.826862756730092 PSNR_noisy:  12.951060919969574
epoch:  22800 loss:  0.05068668723106384 PSNR:  13.826885573448486 PSNR_noisy:  12.95106116671505
epoch:  23000 loss:  0.05068666860461235 PSNR:  13.826856192994475 PSNR_noisy:  12.951062425101318
epoch:  23200 loss:  0.05068666860461235 PSNR:  13.826856097432277 PSNR_noisy:  12.95106242811023
epoch:  23400 loss:  0.05068666860461235 PSNR:  13.826856004554116 PSNR_noisy:  12.951062432863303
epoch:  23600 loss:  0.05068666860461235 PSNR:  13.826852004925952 PSNR_noisy:  12.951062410029895
epoch:  23800 loss:  0.05068666860461235 PSNR:  13.82685538327417 PSNR_noisy:  12.951062426892225
epoch:  24000 loss:  0.050686679780483246 PSNR:  13.826851605075435 PSNR_noisy:  12.9510618580066
epoch:  24200 loss:  0.05068666860461235 PSNR:  13.826856062133386 PSNR_noisy:  12.95106243455331
epoch:  24400 loss:  0.05068666860461235 PSNR:  13.826856205382711 PSNR_noisy:  12.951062440767569
epoch:  24600 loss:  0.05068667232990265 PSNR:  13.826854460056285 PSNR_noisy:  12.951062434834109
epoch:  24800 loss:  0.05068670213222504 PSNR:  13.826850694148558 PSNR_noisy:  12.951059710240083
epoch:  25000 loss:  0.05068669468164444 PSNR:  13.826838435534656 PSNR_noisy:  12.95106034275924
epoch:  25200 loss:  0.05068666860461235 PSNR:  13.826859012941867 PSNR_noisy:  12.951062364359041
epoch:  25400 loss:  0.05068666860461235 PSNR:  13.826854858298706 PSNR_noisy:  12.951062426687214
epoch:  25600 loss:  0.05068667232990265 PSNR:  13.826855152440684 PSNR_noisy:  12.951062428279585
epoch:  25800 loss:  0.05068666860461235 PSNR:  13.82685571251596 PSNR_noisy:  12.951062437000436
epoch:  26000 loss:  0.05068666860461235 PSNR:  13.826855580080867 PSNR_noisy:  12.951062431870316
epoch:  26200 loss:  0.05068666860461235 PSNR:  13.826855975205529 PSNR_noisy:  12.9510624410674
epoch:  26400 loss:  0.05068666860461235 PSNR:  13.826856223373952 PSNR_noisy:  12.95106242723418
epoch:  26600 loss:  0.05068667232990265 PSNR:  13.826853742877876 PSNR_noisy:  12.951062263434274
epoch:  26800 loss:  0.05068667232990265 PSNR:  13.826857475258773 PSNR_noisy:  12.951062357810503
epoch:  27000 loss:  0.050686683505773544 PSNR:  13.826825409746874 PSNR_noisy:  12.951061312068868
epoch:  27200 loss:  0.05068668723106384 PSNR:  13.82689095385594 PSNR_noisy:  12.951060613673102
epoch:  27400 loss:  0.05068667232990265 PSNR:  13.826856577278024 PSNR_noisy:  12.951062431779917
epoch:  27600 loss:  0.05068666860461235 PSNR:  13.826869492130296 PSNR_noisy:  12.951062182906767
epoch:  27800 loss:  0.05068666860461235 PSNR:  13.826861012624382 PSNR_noisy:  12.951062394204174
epoch:  28000 loss:  0.05068668723106384 PSNR:  13.826871220139447 PSNR_noisy:  12.951061044335564
epoch:  28200 loss:  0.05068667232990265 PSNR:  13.826863065028462 PSNR_noisy:  12.951062178353805
epoch:  28400 loss:  0.05068666860461235 PSNR:  13.826857945625942 PSNR_noisy:  12.95106242877081
epoch:  28600 loss:  0.05068667232990265 PSNR:  13.826842918234883 PSNR_noisy:  12.951062211919286
epoch:  28800 loss:  0.05068667232990265 PSNR:  13.826865364110958 PSNR_noisy:  12.951062313895726
epoch:  29000 loss:  0.05068666860461235 PSNR:  13.826856292161793 PSNR_noisy:  12.951062434680091
epoch:  29200 loss:  0.05068666860461235 PSNR:  13.82685621542587 PSNR_noisy:  12.951062433382031
epoch:  29400 loss:  0.05068666860461235 PSNR:  13.826855683427999 PSNR_noisy:  12.951062414336567
epoch:  29600 loss:  0.05068668723106384 PSNR:  13.82686085788835 PSNR_noisy:  12.951060955608218
epoch:  29800 loss:  0.05068667232990265 PSNR:  13.826855465926824 PSNR_noisy:  12.951062131624484
epoch:  30000 loss:  0.05068666860461235 PSNR:  13.826852718617936 PSNR_noisy:  12.951062423939593
epoch:  30200 loss:  0.05068667232990265 PSNR:  13.826852809858163 PSNR_noisy:  12.951062096378696
epoch:  30400 loss:  0.05068669840693474 PSNR:  13.826895536839137 PSNR_noisy:  12.951060011436681
epoch:  30600 loss:  0.05068668723106384 PSNR:  13.826886994716116 PSNR_noisy:  12.951061020832395
epoch:  30800 loss:  0.05068666860461235 PSNR:  13.826855867169845 PSNR_noisy:  12.95106243721898
epoch:  31000 loss:  0.05068668723106384 PSNR:  13.82688783930217 PSNR_noisy:  12.951060943148413
epoch:  31200 loss:  0.05068667232990265 PSNR:  13.826849652290345 PSNR_noisy:  12.951062381741094
epoch:  31400 loss:  0.05068666860461235 PSNR:  13.826857545743215 PSNR_noisy:  12.951062430822194
epoch:  31600 loss:  0.05068666860461235 PSNR:  13.826855954152858 PSNR_noisy:  12.951062432059796
epoch:  31800 loss:  0.05068666860461235 PSNR:  13.826855485836532 PSNR_noisy:  12.951062429527973
epoch:  32000 loss:  0.050686679780483246 PSNR:  13.826849284408953 PSNR_noisy:  12.951061717026835
epoch:  32200 loss:  0.05068668723106384 PSNR:  13.826825199429324 PSNR_noisy:  12.951060750758687
